coreid,materialSampleID,sampleType,catalogNumber,sampleCondition,disposition,preservationType,preparationDetails,preparationDate,preparedBy,individualCount,sampleSize,storageLocation,remarks,recordID,concentration,concentrationMethod,ratioOfAbsorbance260_230,ratioOfAbsorbance260_280,volume,weight,weightMethod,purificationMethod,quality,qualityRemarks,qualityCheckDate,sieving,dnaHybridization,dnaMeltingPoint,estimatedSize,poolDnaExtracts,sampleDesignation
394257,,kidney,D00000166361,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-09-14,"Steger, Laura",,,,"consumed in research",
394257,,"kidney, spleen",D00000166363,good,"in collection","ethanol, 95%, stored at -196C",,2022-09-14,"Steger, Laura",,,,,
394257,,"heart, lung",D00000166961,good,"in collection","ethanol, 95%, stored at -196C",,2022-09-14,"Steger, Laura",,,,,
394257,,liver,D00000166900,good,"in collection","ethanol, 95%, stored at -196C",,2022-09-14,"Steger, Laura",,,,,
394257,,"gastrointestinal tract",C00000121255,good,"in collection","flash-frozen, stored at -80C","upper and lower GI tract",2022-09-14,"Steger, Laura",,,,,
394257,,liver,D00000166901,good,"in collection","ethanol, 95%, stored at -80C",,2022-09-14,"Steger, Laura",,,,"genotyping sample",
394253,,"whole organism",A00000139060,good,"in collection","ethanol-fixed, stored in 75% ethanol","most of liver removed for cryo preservation",2022-09-15,"De Leon, Gilma",,,,,
394253,,liver,D00000166836,good,"in collection","ethanol, 95%, stored at -196C",,2022-09-15,"De Leon, Gilma",,,,,
394253,,liver,D00000166828,good,"in collection","ethanol, 95%, stored at -80C",,2022-09-15,"De Leon, Gilma",,,,"genotyping sample",
394253,,ectoparasite,NEON-MEEP00229,,"in collection","ethanol, 95%",,2022-09-15,"De Leon, Gilma",,,,flea,
394215,,"whole organism",B00000050993,good,"in collection","ethanol-fixed, stored in 75% ethanol","kidney (left, whole) and most of liver removed for cryo preservation",2022-09-15,"De Leon, Gilma",,,,,
394215,,skull,B00000050993,good,"in collection",dry,,2022-10-21,"Liao, Rosie",,,,,
394215,,kidney,D00000166409,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-09-15,"De Leon, Gilma",,,,"consumed in research",
394215,,liver,D00000166830,good,"in collection","ethanol, 95%, stored at -196C",,2022-09-15,"De Leon, Gilma",,,,,
394215,,liver,D00000166826,good,"in collection","ethanol, 95%, stored at -80C",,2022-09-15,"De Leon, Gilma",,,,"genotyping sample",
908208,,"whole organism",B00000016387,good,"in collection","ethanol-fixed, stored in 75% ethanol","left kidney removed, portion of liver removed for cryo preservation",2022-09-01,"De Leon, Gilma",,,,,
908208,,kidney,D00000166959,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-09-01,"De Leon, Gilma",,,,"consumed in research",
908208,,liver,D00000166933,good,"in collection","ethanol, 95%, stored at -196C",,2022-09-01,"De Leon, Gilma",,,,,
908208,,liver,D00000166914,good,"in collection","ethanol, 95%, stored at -80C",,2022-09-01,"De Leon, Gilma",,,,"genotyping sample",
908209,,"whole organism",B00000083936,good,"in collection","ethanol-fixed, stored in 75% ethanol","left kidney removed, portion of liver removed for cryo preservation",2022-09-01,"De Leon, Gilma",,,,,
908209,,kidney,D00000166964,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-09-01,"De Leon, Gilma",,,,"consumed in research",
908209,,liver,D00000166924,good,"in collection","ethanol, 95%, stored at -196C",,2022-09-01,"De Leon, Gilma",,,,,
908209,,liver,D00000166935,good,"in collection","ethanol, 95%, stored at -80C",,2022-09-01,"De Leon, Gilma",,,,"genotyping sample",
908201,,"whole organism",B00000083925,good,"in collection","ethanol-fixed, stored in 75% ethanol","left kidney and baculum removed, portion of liver removed for cryo preservation",2022-09-08,"De Leon, Gilma",,,,,
908201,,skull,B00000083925,good,"in collection",dry,,2022-10-04,"Yochheim, Jordyn",,,,"right zygomatic arch incomplete",
908201,,baculum,D00000166875,unchecked,"in collection","ethanol, 95%",,2022-09-08,"De Leon, Gilma",,,,,
908201,,kidney,D00000167041,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-09-08,"De Leon, Gilma",,,,"consumed in research",
908201,,liver,D00000166904,good,"in collection","ethanol, 95%, stored at -196C",,2022-09-08,"De Leon, Gilma",,,,,
908201,,liver,D00000166905,good,"in collection","ethanol, 95%, stored at -80C",,2022-09-08,"De Leon, Gilma",,,,"genotyping sample",
262594,,"whole organism",B00000016394,good,"in collection","ethanol-fixed, stored in 75% ethanol","left kidney removed, portion of liver removed for cryo preservation",2022-09-08,"De Leon, Gilma",,,,,
262594,,kidney,D00000166963,good,"in collection","ethanol, 95%, stored at -196C","kidney (left, whole)",2022-09-08,"De Leon, Gilma",,,,"consumed in research",
262594,,liver,D00000166897,good,"in collection","ethanol, 95%, stored at -196C",,2022-09-08,"De Leon, Gilma",,,,,
262594,,liver,D00000166913,good,"in collection","ethanol, 95%, stored at -80C",,2022-09-08,"De Leon, Gilma",,,,"genotyping sample",
394275,,"whole organism",B00000000956,good,"in collection","ethanol-fixed, stored in 75% ethanol","portion of liver removed",2022-09-15,"De Leon, Gilma",,,,,
394275,,ectoparasite,NEON-MEEP00255,,"in collection","ethanol, 95%",,2022-09-15,"De Leon, Gilma",1,,,flea,
394275,,liver,D00000166827,good,"in collection","ethanol, 95%, stored at -196C",,2022-09-15,"De Leon, Gilma",,,,,
394275,,liver,D00000166876,good,"in collection","ethanol, 95%, stored at -80C",,2022-09-15,"De Leon, Gilma",,,,"genotyping sample",
729238,,"whole organism",D00000165308,"very poor","in collection","ethanol-fixed, stored in 75% ethanol","portion of liver removed",2022-09-15,"De Leon, Gilma",,,,"Specimen in very poor condition. Unable to determine sex. Possible botfly exit hole on ventral side of neck.",
729238,,liver,D00000166886,"very poor","in collection","ethanol, 95%, stored at -80C",,2022-09-15,"De Leon, Gilma",,,,"genotyping sample",
262598,,"skin, study",B00000016422,good,"in collection",dry,,2022-08-17,"Liao, Rosie",,,,,
262598,,skull,B00000016422,good,"in collection",dry,,2022-09-21,"Yochheim, Jordyn",,,,"with post-cranial skeleton",
262598,,"post-cranial skeleton",B00000016422,fair,"being processed",dry,,2022-09-21,"Yochheim, Jordyn",,,,"damage to rib bones caused by dermestids during cleaning; missing ulna, carpals and metacarpals",
262598,,kidney,D00000167102,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-08-17,"Liao, Rosie",,,,"consumed in research",
262598,,"kidney, spleen",D00000165344,good,"in collection","ethanol, 95%, stored at -196C","right kidney",2022-08-17,"Liao, Rosie",,,,,
262598,,"heart, lung",D00000165341,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-17,"Liao, Rosie",,,,,
262598,,liver,D00000166190,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-17,"Liao, Rosie",,,,,
262598,,"gastrointestinal tract",C00000121352,good,"in collection","flash-frozen, stored at -80C","upper and lower GI tract",2022-08-17,"Liao, Rosie",,,,,
262598,,liver,D00000166200,good,"in collection","ethanol, 95%, stored at -80C",,2022-08-17,"Liao, Rosie",,,,"genotyping sample",
262596,,"skin, study",B00000016392,good,"in collection",dry,,2022-08-17,"Liao, Rosie",,,,,
262596,,skull,B00000016392,good,"in collection",dry,,2022-09-21,"Yochheim, Jordyn",,,,"with post-cranial skeleton",
262596,,"post-cranial skeleton",B00000016392,fair,"in collection",dry,,2022-09-21,"Yochheim, Jordyn",,,,"skeleton is disarticulated except for cervical, thoracic, and lumbar vertebrae; missing ulna, carpal, and metacarpals",
262596,,baculum,D00000166663,unchecked,"in collection","ethanol, 95%",,2022-08-17,"Liao, Rosie",,,,,
262596,,kidney,D00000167053,fair,consumed,"ethanol, 95%","kidney (left, whole)",2022-08-17,"Liao, Rosie",,,,"consumed in research",
262596,,"kidney, spleen",D00000167105,fair,"in collection","ethanol, 95%, stored at -196C","right kidney",2022-08-17,"Liao, Rosie",,,,,
262596,,"heart, lung",D00000167098,fair,"in collection","ethanol, 95%, stored at -196C",,2022-08-17,"Liao, Rosie",,,,,
262596,,liver,D00000166210,fair,"in collection","ethanol, 95%, stored at -196C",,2022-08-17,"Liao, Rosie",,,,,
262596,,liver,D00000166208,fair,"in collection","ethanol, 95%, stored at -80C",,2022-08-17,"Liao, Rosie",,,,"genotyping sample",
262596,,"gastrointestinal tract",C00000121353,fair,"in collection","flash-frozen, stored at -80C","upper and lower GI tract",2022-08-17,"Liao, Rosie",,,,,
262600,,"skin, study",B00000016396,good,"in collection",dry,,2022-08-18,"Liao, Rosie",,,,,
262600,,skull,B00000016396,good,"in collection",dry,,2022-10-24,"Yochheim, Jordyn",,,,,
262600,,ectoparasite,NEON-MEEP00160,,"in collection","ethanol, 95%",,2022-08-18,"Liao, Rosie",1,,,tick,
262600,,baculum,D00000166664,unchecked,"in collection","ethanol, 95%",,2022-08-18,"Liao, Rosie",,,,,
262600,,kidney,D00000167062,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-08-18,"Liao, Rosie",,,,"consumed in research",
262600,,"kidney, spleen",D00000167095,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-18,"Liao, Rosie",,,,,
262600,,"heart, lung",D00000167100,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-18,"Liao, Rosie",,,,,
262600,,liver,D00000166189,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-18,"Liao, Rosie",,,,,
262600,,"gastrointestinal tract",C00000121354,good,"in collection","flash-frozen, stored at -80C","upper and lower GI tract",2022-08-18,"Liao, Rosie",,,,,
262600,,liver,D00000166199,good,"in collection","ethanol, 95%, stored at -80C",,2022-08-18,"Liao, Rosie",,,,"genotyping sample",
908204,,"skin, study",B00000083938,good,"in collection",dry,,2022-08-18,"Liao, Rosie",,,,,
908204,,skull,B00000083938,good,"in collection",dry,,2022-10-24,"Yochheim, Jordyn",,,,,
908204,,baculum,D00000166665,unchecked,"in collection","ethanol, 95%",,2022-08-18,"Liao, Rosie",,,,,
908204,,kidney,D00000165347,fair,"in collection","ethanol, 95%, stored at -196C","kidney (left, whole)",2022-08-18,"Liao, Rosie",,,,"put into freezer on 9/19/2022",
908204,,"kidney, spleen",D00000167090,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-18,"Liao, Rosie",,,,,
908204,,"heart, lung",D00000167108,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-18,"Liao, Rosie",,,,,
908204,,liver,D00000166180,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-18,"Liao, Rosie",,,,,
908204,,liver,D00000166171,good,"in collection","ethanol, 95%, stored at -80C",,2022-08-18,"Liao, Rosie",,,,"genotyping sample",
908204,,"gastrointestinal tract",C00000121355,good,"in collection","flash-frozen, stored at -80C","upper and lower GI tract",2022-08-18,"Liao, Rosie",,,,,
908210,,"skin, study",B00000083923,good,"in collection",dry,,2022-08-18,"Liao, Rosie",,,,,
908210,,skull,B00000083923,good,"in collection",dry,,2022-10-21,"Liao, Rosie",,,,"with post-cranial skeleton",
908210,,"post-cranial skeleton",B00000083923,good,"in collection",dry,"right side feet with skin.",2022-10-21,"Liao, Rosie",,,,"front legs disarticulated, portions of ribs damaged by dermestids",
908210,,baculum,D00000166666,unchecked,"in collection","ethanol, 95%",,2022-08-18,"Liao, Rosie",,,,,
908210,,kidney,D00000165339,fair,"in collection","ethanol, 95%, stored at -196C","kidney (left, whole)",2022-08-18,"Liao, Rosie",,,,"put into freezer on 9/19/2022",
908210,,"kidney, spleen",D00000167087,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-18,"Liao, Rosie",,,,,
908210,,"heart, lung",D00000165345,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-18,"Liao, Rosie",,,,,
908210,,liver,D00000166162,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-18,"Liao, Rosie",,,,,
908210,,liver,D00000166153,good,"in collection","ethanol, 95%, stored at -80C",,2022-08-18,"Liao, Rosie",,,,"genotyping sample",
908210,,"gastrointestinal tract",C00000121356,good,"in collection","flash-frozen, stored at -80C","upper and lower GI tract",2022-08-18,"Liao, Rosie",,,,,
908200,,"skin, study",B00000083922,good,"in collection",dry,,2022-08-22,"Liao, Rosie",,,,,
908200,,skull,B00000083922,good,"in collection",dry,,2022-10-04,"Yochheim, Jordyn",,,,"left zygomatic arch broken",
908200,,baculum,D00000166783,unchecked,"in collection","ethanol, 95%",,2022-08-22,"Liao, Rosie",,,,,
908200,,kidney,D00000167074,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-08-22,"Liao, Rosie",,,,"consumed in research",
908200,,"kidney, spleen",D00000167047,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-22,"Liao, Rosie",,,,,
908200,,"heart, lung",D00000167050,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-22,"Liao, Rosie",,,,,
908200,,liver,D00000166144,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-22,"Liao, Rosie",,,,,
908200,,liver,D00000166135,good,"in collection","ethanol, 95%, stored at -80C",,2022-08-22,"Liao, Rosie",,,,"genotyping sample",
908200,,"gastrointestinal tract",C00000121181,good,"in collection","flash-frozen, stored at -80C","upper and lower GI tract",2022-08-22,"Liao, Rosie",,,,,
406859,,"skin, study",B00000016415,good,"in collection",dry,,2022-08-22,"Liao, Rosie",,,,,
406859,,skull,B00000016415,good,"in collection",dry,,2022-10-04,"Yochheim, Jordyn",,,,"with post-cranial skeleton",
406859,,"post-cranial skeleton",B00000016415,good,"in collection",dry,,2022-10-04,"Yochheim, Jordyn",,,,"some damage to ribs caused by dermestids during preparation",
406859,,kidney,D00000167113,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-08-22,"Liao, Rosie",,,,"consumed in research",
406859,,"kidney, spleen",D00000167078,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-22,"Liao, Rosie",,,,,
406859,,"heart, lung",D00000167115,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-22,"Liao, Rosie",,,,,
406859,,liver,D00000166134,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-22,"Liao, Rosie",,,,,
406859,,liver,D00000166143,good,"in collection","ethanol, 95%, stored at -80C",,2022-08-22,"Liao, Rosie",,,,"genotyping sample",
406859,,"gastrointestinal tract",C00000121363,good,"in collection","frozen, -20C","upper and lower GI tract",2022-08-22,"Liao, Rosie",,,,,
406859,,embryo,C00000121182,good,"in collection","flash-frozen, stored at -80C",,2022-08-22,"Liao, Rosie",,,,,
798722,,"skin, study",B00000083932,good,"in collection",dry,,2022-08-23,"Liao, Rosie",,,,,
798722,,skull,B00000083932,good,"in collection",dry,,2022-10-21,"Liao, Rosie",,,,"with post-cranial skeleton",
798722,,"post-cranial skeleton",B00000083932,good,"in collection",dry,"right side feet with skin.",2022-10-21,"Liao, Rosie",,,,"front legs disarticulated, portions of ribs damaged by dermestids",
798722,,baculum,D00000166775,unchecked,"in collection","ethanol, 95%",,2022-08-23,"Liao, Rosie",,,,,
798722,,kidney,D00000167064,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-08-23,"Liao, Rosie",,,,"consumed in research",
798722,,"kidney, spleen",D00000167111,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-23,"Liao, Rosie",,,,,
798722,,"heart, lung",D00000167059,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-23,"Liao, Rosie",,,,,
798722,,liver,D00000166170,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-23,"Liao, Rosie",,,,,
798722,,liver,D00000166188,good,"in collection","ethanol, 95%, stored at -80C",,2022-08-23,"Liao, Rosie",,,,"genotyping sample",
798722,,"gastrointestinal tract",C00000121184,good,"in collection","flash-frozen, stored at -80C","upper and lower GI tract",2022-08-23,"Liao, Rosie",,,,,
798713,,"skin, study",B00000016412,good,"in collection",dry,,2022-08-23,"Liao, Rosie",,,,,
798713,,skull,B00000016412,good,"in collection",dry,,2022-10-04,"Yochheim, Jordyn",,,,,
798713,,baculum,D00000166792,unchecked,"in collection","ethanol, 95%",,2022-08-23,"Liao, Rosie",,,,,
798713,,kidney,D00000167067,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-08-23,"Liao, Rosie",,,,"consumed in research",
798713,,"kidney, spleen",D00000167109,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-23,"Liao, Rosie",,,,,
798713,,"heart, lung",D00000167069,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-23,"Liao, Rosie",,,,,
798713,,liver,D00000166198,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-23,"Liao, Rosie",,,,,
798713,,liver,D00000166179,good,"in collection","ethanol, 95%, stored at -80C",,2022-08-23,"Liao, Rosie",,,,"genotyping sample",
798713,,"gastrointestinal tract",C00000121183,good,"in collection","flash-frozen, stored at -80C","upper and lower GI tract",2022-08-23,"Liao, Rosie",,,,,
798723,,"skin, study",B00000083935,good,"in collection",dry,,2022-08-23,"Liao, Rosie",,,,,
798723,,skull,B00000083935,good,"in collection",dry,,2022-10-04,"Yochheim, Jordyn",,,,"left zygomatic arch broken",
798723,,kidney,D00000167058,good,consumed,"ethanol, 95%","kidney (left, whole)",2022-08-23,"Liao, Rosie",,,,"consumed in research",
798723,,"kidney, spleen",D00000167054,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-23,"Liao, Rosie",,,,,
798723,,"heart, lung",D00000167056,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-23,"Liao, Rosie",,,,,
798723,,liver,D00000166152,good,"in collection","ethanol, 95%, stored at -196C",,2022-08-23,"Liao, Rosie",,,,,
