coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
276639,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-1_1616456513_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-1_1616456513_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-1_1616456513_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-1_1616456513.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:c985f0a8-345f-4b6c-a939-b392a8921e0d,"2021-03-22 16:41:54",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=276639,StillImage,Photograph,en
276639,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-2_1616456533_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-2_1616456533_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-2_1616456533_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-2_1616456533.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:418f6255-3b4d-48d7-b7c1-16b457790e94,"2021-03-22 16:42:14",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=276639,StillImage,Photograph,en
276639,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-3_1616456551_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-3_1616456551_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-3_1616456551_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000007193-3_1616456551.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:02dc692c-1263-4363-9f0f-e2689e519aac,"2021-03-22 16:42:33",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=276639,StillImage,Photograph,en
272919,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-1_1616457674_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-1_1616457674_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-1_1616457674_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-1_1616457674.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:c8280ab2-13f4-4dc5-ad78-953e83dd80ea,"2021-03-22 17:01:15",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=272919,StillImage,Photograph,en
272919,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-2_1616457692_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-2_1616457692_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-2_1616457692_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-2_1616457692.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:61b5907c-8e44-4b6f-965b-cc1a84c85274,"2021-03-22 17:01:34",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=272919,StillImage,Photograph,en
272919,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-3_1616457710_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-3_1616457710_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-3_1616457710_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000026487-3_1616457710.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:9b52263f-7d4d-4fb7-bba7-f7f15b0f2523,"2021-03-22 17:01:51",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=272919,StillImage,Photograph,en
394203,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-1_1616458598_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-1_1616458598_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-1_1616458598_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-1_1616458598.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:4eefe2ed-76ea-4744-8b83-9856df69b114,"2021-03-22 17:16:39",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=394203,StillImage,Photograph,en
394203,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-2_1616458619_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-2_1616458619_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-2_1616458619_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-2_1616458619.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:5d489af4-60c2-474b-9851-48c03f8ce3f8,"2021-03-22 17:17:00",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=394203,StillImage,Photograph,en
394203,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-3_1616458640_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-3_1616458640_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-3_1616458640_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000031422-3_1616458640.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:82376aa8-6197-469f-9fdc-5076048f52a8,"2021-03-22 17:17:21",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=394203,StillImage,Photograph,en
480994,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-1_1616459812_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-1_1616459812_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-1_1616459812_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-1_1616459812.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:56afbfd3-afb1-4437-946c-365d464aba7a,"2021-03-22 17:36:53",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=480994,StillImage,Photograph,en
480994,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-2_1616459859_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-2_1616459859_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-2_1616459859_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-2_1616459859.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:71ac7c51-be6a-4fa4-a0d6-05f7b335a93f,"2021-03-22 17:37:40",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=480994,StillImage,Photograph,en
480994,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-3_1616459917_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-3_1616459917_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-3_1616459917_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000061053-3_1616459917.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:3c1e017e-f372-4a4e-8d69-b248df51051c,"2021-03-22 17:38:38",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=480994,StillImage,Photograph,en
276521,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-1_1616516184_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-1_1616516184_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-1_1616516184_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-1_1616516184.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:870ba6f0-1509-40f2-8195-27f6013c4acd,"2021-03-23 09:16:25",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=276521,StillImage,Photograph,en
276521,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-2_1616516212_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-2_1616516212_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-2_1616516212_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-2_1616516212.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:b01c52fb-526f-474b-b87b-40e5afe36c75,"2021-03-23 09:16:53",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=276521,StillImage,Photograph,en
276521,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-3_1616516232_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-3_1616516232_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-3_1616516232_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/D00000165039-3_1616516232.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:306a8b50-b5bb-4704-87aa-72a88c98d829,"2021-03-23 09:17:13",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=276521,StillImage,Photograph,en
249131,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-1_1617048957_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-1_1617048957_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-1_1617048957_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-1_1617048957.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:ed3b4f7a-7189-4d16-88f3-ad063040e209,"2021-03-29 13:15:58",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=249131,StillImage,Photograph,en
249131,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-2_1617048970_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-2_1617048970_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-2_1617048970_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-2_1617048970.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:a885d25f-f14f-431a-99e4-3b96b51fe516,"2021-03-29 13:16:11",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=249131,StillImage,Photograph,en
249131,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-3_1617048997_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-3_1617048997_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-3_1617048997_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018630-3_1617048997.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:879d1190-8a42-455d-b169-9b3704a86185,"2021-03-29 13:16:38",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=249131,StillImage,Photograph,en
249130,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-1_1617049049_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-1_1617049049_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-1_1617049049_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-1_1617049049.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:7f2180a3-d979-45fe-a320-86f673fcf3c6,"2021-03-29 13:17:30",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=249130,StillImage,Photograph,en
249130,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-2_1617049062_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-2_1617049062_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-2_1617049062_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-2_1617049062.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:0d9ba3be-ed9b-4d55-9ee9-9916d655d151,"2021-03-29 13:17:43",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=249130,StillImage,Photograph,en
249130,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-3_1617049079_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-3_1617049079_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-3_1617049079_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000018632-3_1617049079.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:c089f516-352d-440a-affd-f52e4748d099,"2021-03-29 13:18:00",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=249130,StillImage,Photograph,en
481036,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-1_1617740959_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-1_1617740959_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-1_1617740959_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-1_1617740959.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:b72ccd60-7a3e-473a-a431-43c83f79717e,"2021-04-06 13:29:20",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=481036,StillImage,Photograph,en
481036,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-2_1617740981_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-2_1617740981_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-2_1617740981_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-2_1617740981.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:477f6bd8-5e01-49f0-b895-8290ec7a692b,"2021-04-06 13:29:42",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=481036,StillImage,Photograph,en
481036,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-3_1617741004_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-3_1617741004_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-3_1617741004_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022123-3_1617741004.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:1bcf39be-e9cb-4e4f-88e0-13bb4b9ca6ed,"2021-04-06 13:30:05",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=481036,StillImage,Photograph,en
481006,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-1_1617747438_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-1_1617747438_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-1_1617747438_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-1_1617747438.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:aff1c2d2-a611-4424-85d9-4e6e7171775d,"2021-04-06 15:17:19",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=481006,StillImage,Photograph,en
481006,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-2_1617747451_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-2_1617747451_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-2_1617747451_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-2_1617747451.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:4a2a92f8-0a93-416e-ab3c-3e7e35ce768a,"2021-04-06 15:17:32",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=481006,StillImage,Photograph,en
481006,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-3_1617747464_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-3_1617747464_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-3_1617747464_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VSS/00000/B00000022104-3_1617747464.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Standard Sampling]) (NEON-MAMC-VSS)","Laura Steger","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:4d15672b-8b14-4ce7-b4fc-73adc866fb4a,"2021-04-06 15:17:45",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=481006,StillImage,Photograph,en
277324,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000021219-1_1620765972_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000021219-1_1620765972_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000021219-1_1620765972_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000021219-1_1620765972.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Outside of Standard Sampling]) (NEON-MAMC-VOS)","Emmy Engasser","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:16a48ec1-6abf-43a8-b0cc-2e8450bc115a,"2021-05-11 13:46:13",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=277324,StillImage,Photograph,en
277324,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000021219-2_1620766013_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000021219-2_1620766013_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000021219-2_1620766013_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000021219-2_1620766013.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Outside of Standard Sampling]) (NEON-MAMC-VOS)","Emmy Engasser","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:3e6c8312-a7f2-4b90-a089-3033a51c618b,"2021-05-11 13:46:54",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=277324,StillImage,Photograph,en
394243,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000050925-1_1620766327_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000050925-1_1620766327_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000050925-1_1620766327_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000050925-1_1620766327.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Outside of Standard Sampling]) (NEON-MAMC-VOS)","Emmy Engasser","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:5c23d6ff-2116-4162-838b-d74c34451fcc,"2021-05-11 13:52:08",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=394243,StillImage,Photograph,en
394244,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000050924-1_1620766644_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000050924-1_1620766644_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000050924-1_1620766644_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/B00000050924-1_1620766644.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Outside of Standard Sampling]) (NEON-MAMC-VOS)","Emmy Engasser","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:af17c483-2bf9-4b5c-ab49-7bcb8ba2a266,"2021-05-11 13:57:25",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=394244,StillImage,Photograph,en
272749,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/NEON010TN-1_1621377913_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/NEON010TN-1_1621377913_lg.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/NEON010TN-1_1621377913_tn.jpg,https://biorepo.neonscience.org/imglib/neon/NEON_MAMC-VOS/00000/NEON010TN-1_1621377913.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Mammal Collection (Vouchers [Outside of Standard Sampling]) (NEON-MAMC-VOS)","Emmy Engasser","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:675cca08-76d8-4718-a06b-73b4a2f958f6,"2021-05-18 15:45:14",image/jpeg,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=272749,StillImage,Photograph,en
